9wRCzK1G7F.partb.VelOa-KIly,count,11682,correct,9094,incorrect,2588,,,,,,,,
kvig7fcCVc.partb.eZe6HdH_r_,count,14421,correct,11857,incorrect,2564,,,,,,,,
nl-M69Ez9k.parta.EGzvHMuqt6,count,8013,correct,5454,incorrect,2559,recognizing_the_whole,7076,,,,,,
nl-M69Ez9k.parta.CxEY9jOJBd,count,8745,correct,6201,incorrect,2544,recognizing_the_whole,8011,,,,,,
tCFoIXfgqi.parta.HxIGwagV7r,count,10576,correct,8036,incorrect,2540,inequality_symbol,9195,,,,,,
EHMthBHtOh.bonus.mE4_7onKqe,count,5255,correct,2738,incorrect,2517,,,,,,,,
Dgqo6G_tA8.bonus.nORlliTNo0,count,6802,correct,4306,incorrect,2496,,,,,,,,
RJObgAlYKz.parta.zcMjIQ3Rrz,count,3880,correct,1392,incorrect,2488,,,,,,,,
9wRCzK1G7F.parta.bYlBeb-25e,count,7950,correct,5520,incorrect,2430,,,,,,,,
TJxldqZMXd.partb.9L_iTwGd5z,count,18116,correct,15699,incorrect,2417,,,,,,,,
RJObgAlYKz.parta.xLDTF8n-2X,count,7003,correct,4586,incorrect,2417,,,,,,,,
8LM63BJvXb.bonus.GuZv-cYPrU,count,4092,correct,1685,incorrect,2407,,,,,,,,
6nBHKepQ3Y.partb.8s4KtjW-6h,count,6267,correct,3876,incorrect,2391,partially_drawn_parts,6153,equally_sized_parts,6153,,,,
avzhDJrjyG.partb.TpUOpKaDC0,count,11537,correct,9164,incorrect,2373,,,,,,,,
cdQ21q1VRp.partb.Tjut6Xl42d,count,4821,correct,2448,incorrect,2373,starting_from_0_nline,4550,,,,,,
cdQ21q1VRp.partb.ix0kAZi658,count,4904,correct,2547,incorrect,2357,starting_from_0_nline,4586,,,,,,
RJObgAlYKz.parta.vvrbo4_RPR,count,6699,correct,4359,incorrect,2340,,,,,,,,
9wRCzK1G7F.parta.EG7muulOcT,count,10368,correct,8034,incorrect,2334,,,,,,,,
g9E7rVITBf.parta.TWDop9ENnf,count,9261,correct,6931,incorrect,2330,counting_hops_not_ticks,7578,,,,,,
cdQ21q1VRp.partb.ZpXwKL_Oxg,count,4833,correct,2511,incorrect,2322,starting_from_0_nline,4567,,,,,,
DebcfZEEmI.proper_fractions.DZnewGssKA,count,6068,correct,3757,incorrect,2311,,,,,,,,
g9E7rVITBf.partb.NdDsQ792Uq,count,6431,correct,4128,incorrect,2303,counting_hops_not_ticks,5704,,,,,,
cdQ21q1VRp.partb.FoNxTMzNqi,count,4790,correct,2489,incorrect,2301,starting_from_0_nline,4459,,,,,,
TJxldqZMXd.partb.W2tLvQTbkI,count,17731,correct,15444,incorrect,2287,,,,,,,,
cdQ21q1VRp.partb.c0WfmJYNTD,count,4812,correct,2545,incorrect,2267,starting_from_0_nline,4540,,,,,,
RJObgAlYKz.parta.dY14ueH_nT,count,9887,correct,7623,incorrect,2264,,,,,,,,
j5OsqCeopX.bonus.dLxDLxEbqI,count,10467,correct,8204,incorrect,2263,,,,,,,,
cdQ21q1VRp.partb.ZI5Nt3bfAz,count,4756,correct,2494,incorrect,2262,starting_from_0_nline,4456,,,,,,
nl-M69Ez9k.parta.Efh5IpZc_T,count,8501,correct,6250,incorrect,2251,recognizing_the_whole,7776,,,,,,
CTQAdBw778.parta.Gdc_0NdIgq,count,5299,correct,3063,incorrect,2236,,,,,,,,
jun0JnZOzp.partb.VZGBdeVXzh,count,12319,correct,10096,incorrect,2223,,,,,,,,
dTZlXODVzW.partb.wFJQro71ZN,count,5894,correct,3672,incorrect,2222,identifying_gt_lt,5516,,,,,,
1zsCldT4p8.set1.GIMw6gykXU,count,8270,correct,6052,incorrect,2218,how_to_model,7854,,,,,,
DebcfZEEmI.proper_fractions.O_34g8YEJQ,count,5988,correct,3773,incorrect,2215,,,,,,,,
PwV2_lTSyo.bonus.byIwJMROwV,count,9812,correct,7600,incorrect,2212,,,,,,,,
DdEg9VMLuT.bonus.tsNFPpXlNF,count,5392,correct,3191,incorrect,2201,,,,,,,,
2yCqg9SbT0.set1.WWu6-n8nrO,count,5572,correct,3380,incorrect,2192,inverts_numerator_denominator,5232,,,,,,
PdttG0QuH0.partb.ElSs1_-UUp,count,3315,correct,1127,incorrect,2188,,,,,,,,
6nBHKepQ3Y.partb.a6g3u9jpR_,count,6100,correct,3913,incorrect,2187,partially_drawn_parts,6003,equally_sized_parts,6003,,,,
9wRCzK1G7F.partb.dHZqaGepfV,count,16270,correct,14097,incorrect,2173,,,,,,,,
jun0JnZOzp.partb.C4W9cb9ifk,count,12569,correct,10402,incorrect,2167,,,,,,,,
ERXU32SD-O.bonus_l24_3.xULt74Q0Nd,count,10478,correct,8329,incorrect,2149,multiplication,10478,,,,,,
piCaCJiyIo.parta.iFYu9imr7r,count,6468,correct,4327,incorrect,2141,hops_vs_ticks,5029,,,,,,
nl-M69Ez9k.parta.TSp6YVof8K,count,7864,correct,5725,incorrect,2139,recognizing_the_whole,7000,,,,,,
9wRCzK1G7F.parta.h2r_-p5u2O,count,9244,correct,7160,incorrect,2084,,,,,,,,
DebcfZEEmI.unit_fractions.tckIvvHuFX,count,7615,correct,5543,incorrect,2072,,,,,,,,
9wRCzK1G7F.parta.DB4PaJ1MGF,count,8821,correct,6757,incorrect,2064,,,,,,,,
i6oohsyMz7.set3.1lcpIMTGs0,count,5821,correct,3776,incorrect,2045,,,,,,,,
1zsCldT4p8.set1.bv-LGGg7PM,count,7895,correct,5869,incorrect,2026,how_to_model,7532,,,,,,
jun0JnZOzp.partb.PLIlgs3hlv,count,11745,correct,9726,incorrect,2019,,,,,,,,
jun0JnZOzp.partb.s7Ldh_H1G8,count,8685,correct,6666,incorrect,2019,,,,,,,,
ybQjHvfg2c.set3.tf2oFJfyqu,count,4238,correct,2221,incorrect,2017,,,,,,,,
_d1qnEqMYs.partb.iQg62BEGjf,count,5892,correct,3892,incorrect,2000,,,,,,,,
g9E7rVITBf.parta.z358N3E_2X,count,4562,correct,2579,incorrect,1983,counting_hops_not_ticks,3305,,,,,,
nl-M69Ez9k.parta.9hW1k1M1xx,count,8250,correct,6269,incorrect,1981,recognizing_the_whole,7618,,,,,,
jun0JnZOzp.partb.LZGnPj11vL,count,11548,correct,9568,incorrect,1980,,,,,,,,
YN4n4X5GRF.bonus.JltcNKRq6u,count,5867,correct,3891,incorrect,1976,,,,,,,,
jzuR5GULsS.parta.IF_gLgw-zl,count,3848,correct,1872,incorrect,1976,,,,,,,,
avzhDJrjyG.partb.VVCv4kiDaK,count,10901,correct,8947,incorrect,1954,,,,,,,,
_3h7BKOGM_.bonus.FpHRVoSZGW,count,7730,correct,5784,incorrect,1946,,,,,,,,
2yCqg9SbT0.set1.B0tscZZnfb,count,5462,correct,3518,incorrect,1944,inverts_numerator_denominator,5145,,,,,,
pIzpVmnUzW.partb.E_fcahCrMF,count,8024,correct,6083,incorrect,1941,,,,,,,,
9wRCzK1G7F.partb.7VPjILC-aH,count,11056,correct,9117,incorrect,1939,,,,,,,,
UlJYoQjOUR.parta.JgLOMg0Gxu,count,7949,correct,6027,incorrect,1922,,,,,,,,
0WixYVp1dB.bonus.Ci8L-_s9OL,count,2723,correct,802,incorrect,1921,,,,,,,,
g9E7rVITBf.partb.ae4-nYiJZP,count,6773,correct,4859,incorrect,1914,counting_hops_not_ticks,6122,,,,,,
zv0QVrEHF1.set1.MitqSmKhUw,count,2770,correct,856,incorrect,1914,,,,,,,,
6nBHKepQ3Y.partb.QkDD-855rZ,count,4622,correct,2714,incorrect,1908,partially_drawn_parts,4594,equally_sized_parts,4594,,,,
Syxag5tFow.parta.Qlpl_Ik2_P,count,7038,correct,5135,incorrect,1903,,,,,,,,
_d1qnEqMYs.partb.yqXKn2Zlii,count,6142,correct,4239,incorrect,1903,,,,,,,,
RJObgAlYKz.parta.s3Z8WvKnGO,count,4877,correct,2975,incorrect,1902,,,,,,,,
TZOGMmlEEk.partb.SZ67T1sFwZ,count,4057,correct,2162,incorrect,1895,,,,,,,,
cdQ21q1VRp.partb.HdZwKs5tSN,count,4816,correct,2930,incorrect,1886,starting_from_0_nline,4562,,,,,,
i6oohsyMz7.set3.kLcfSn6GNp,count,5235,correct,3357,incorrect,1878,,,,,,,,
_d1qnEqMYs.partb.1m-HuCAfpw,count,5707,correct,3833,incorrect,1874,,,,,,,,
DebcfZEEmI.unit_fractions.JgLOMg0Gxu,count,7020,correct,5150,incorrect,1870,,,,,,,,
Syxag5tFow.parta.u9_3n0XnWb,count,8716,correct,6854,incorrect,1862,,,,,,,,
BJXNDhDRmk.parta.rzql2MADvh,count,8712,correct,6854,incorrect,1858,,,,,,,,
EYbC5p5oJa.bonus.FgJWvnl8ik,count,4629,correct,2773,incorrect,1856,,,,,,,,
cdQ21q1VRp.partb.hmOims-DdC,count,4793,correct,2939,incorrect,1854,starting_from_0_nline,4566,,,,,,
_d1qnEqMYs.partb.wdM4DORM4s,count,6104,correct,4251,incorrect,1853,,,,,,,,
CTQAdBw778.parta.hJ_K2FR2lr,count,5236,correct,3385,incorrect,1851,,,,,,,,
vRd3MLG_uO.bonus.fnpKB20hYd,count,4221,correct,2377,incorrect,1844,,,,,,,,
BJXNDhDRmk.parta.9_bdmf8OLX,count,8855,correct,7034,incorrect,1821,,,,,,,,
DebcfZEEmI.unit_fractions._0-xfuBi9E,count,6655,correct,4841,incorrect,1814,,,,,,,,
cdQ21q1VRp.partb.9-nQBlhU5E,count,4636,correct,2824,incorrect,1812,starting_from_0_nline,4359,,,,,,
cdQ21q1VRp.partb.saCcN55TvD,count,4756,correct,2947,incorrect,1809,starting_from_0_nline,4504,,,,,,
cdQ21q1VRp.partb.UpSHPl5SRw,count,4658,correct,2850,incorrect,1808,starting_from_0_nline,4401,,,,,,
1zsCldT4p8.set1.CsE8IGA90Z,count,10350,correct,8546,incorrect,1804,how_to_model,8855,,,,,,
TBp3FGFING.bonus.r9XTGZYGoY,count,4882,correct,3078,incorrect,1804,,,,,,,,
g9E7rVITBf.parta.uCsPflua3H,count,5955,correct,4152,incorrect,1803,counting_hops_not_ticks,4936,,,,,,
cdQ21q1VRp.partb.PGYoPUlMxd,count,4756,correct,2953,incorrect,1803,starting_from_0_nline,4487,,,,,,
w35tkj68Lr.bonus.cWUtfsUoCq,count,2616,correct,820,incorrect,1796,,,,,,,,
Syxag5tFow.parta.pdR0gap7DZ,count,3581,correct,1786,incorrect,1795,,,,,,,,
AVT8fKpQHY.bonus.dtTThzFXe0,count,3509,correct,1715,incorrect,1794,,,,,,,,
9wRCzK1G7F.parta.mu2w9Q5Ur0,count,7219,correct,5427,incorrect,1792,,,,,,,,
6nBHKepQ3Y.partb.2Px6zSjikC,count,3949,correct,2165,incorrect,1784,partially_drawn_parts,3889,equally_sized_parts,3889,,,,
vhNHpIMRdy.bonus.wqL61-CRFr,count,4145,correct,2371,incorrect,1774,,,,,,,,
1zsCldT4p8.set1.P0e6cSEe1Y,count,10403,correct,8637,incorrect,1766,how_to_model,8892,,,,,,
TZOGMmlEEk.partb.zHGvUZm6VI,count,5461,correct,3697,incorrect,1764,,,,,,,,
DebcfZEEmI.unit_fractions.byIwJMROwV,count,9884,correct,8127,incorrect,1757,,,,,,,,
_d1qnEqMYs.partb._h6Bd3cxfy,count,6091,correct,4335,incorrect,1756,,,,,,,,
Syxag5tFow.parta.ooC-IsQXI9,count,4666,correct,2911,incorrect,1755,,,,,,,,
TJxldqZMXd.parta.jzC49--8x7,count,8357,correct,6604,incorrect,1753,,,,,,,,
TZOGMmlEEk.parta.oM_1F1Lh6u,count,3939,correct,2187,incorrect,1752,,,,,,,,
jun0JnZOzp.partb.sVNbgb0rJr,count,8294,correct,6556,incorrect,1738,,,,,,,,
avzhDJrjyG.partb.kqp2e7FJqX,count,11711,correct,9977,incorrect,1734,,,,,,,,
6nBHKepQ3Y.partb.jimekZsl4g,count,8894,correct,7166,incorrect,1728,partially_drawn_parts,8839,equally_sized_parts,8839,,,,
g9E7rVITBf.partb.P7sk_Pi2va,count,10299,correct,8578,incorrect,1721,counting_hops_not_ticks,9426,,,,,,
9wRCzK1G7F.parta.lgpT8g8Fhv,count,5235,correct,3526,incorrect,1709,,,,,,,,
2yCqg9SbT0.set1.3edqrWB_hM,count,4462,correct,2764,incorrect,1698,inverts_numerator_denominator,4146,,,,,,
4vJQjyJtEX.bonus.DjYCF_1GH1,count,5231,correct,3542,incorrect,1689,,,,,,,,
2yCqg9SbT0.set1.JPSdCzJ2qp,count,5326,correct,3648,incorrect,1678,inverts_numerator_denominator,5009,,,,,,
J0xxGO3YmF.bonus.ahanecUNFK,count,3894,correct,2216,incorrect,1678,,,,,,,,
RJObgAlYKz.parta._Sj3afW15Q,count,2526,correct,851,incorrect,1675,,,,,,,,
kvig7fcCVc.partb.ZKOrrM1K8G,count,14637,correct,12968,incorrect,1669,,,,,,,,
_a7b-8BCoO.parta.JSOxWbpwnB,count,2734,correct,1075,incorrect,1659,,,,,,,,
GnaGnRfji1.bonus.6MNIHY60vL,count,2735,correct,1081,incorrect,1654,,,,,,,,
g9E7rVITBf.parta.C4FVToc_dj,count,5886,correct,4234,incorrect,1652,counting_hops_not_ticks,4890,,,,,,
IRaIcmaWjs.partb.1JKfI4cKj9,count,4670,correct,3026,incorrect,1644,simplifying_mixed_numbers_2,4537,,,,,,
kvig7fcCVc.partb.1jPc7UeCZc,count,16454,correct,14815,incorrect,1639,,,,,,,,
jfcWb-M0Xi.partb.SPA3Vqxml8,count,4976,correct,3340,incorrect,1636,modeled_incorrect_comparison,4825,modeled_incorrect_numerator,4825,,,,
6nBHKepQ3Y.partb.n080xKutjN,count,4334,correct,2704,incorrect,1630,partially_drawn_parts,4282,equally_sized_parts,4282,,,,
UlJYoQjOUR.partb.y8aac-5tTv,count,8170,correct,6552,incorrect,1618,,,,,,,,
Jk5pYYCthe.bonus.VpxOXmTYT4,count,4284,correct,2678,incorrect,1606,,,,,,,,
TZOGMmlEEk.parta.vo7ixf3IwN,count,3192,correct,1592,incorrect,1600,,,,,,,,
jun0JnZOzp.partb.rSEJkTOr02,count,9952,correct,8363,incorrect,1589,,,,,,,,
TBp3FGFING.bonus.rIKj3yXziK,count,4879,correct,3291,incorrect,1588,,,,,,,,
5OfIQ2n2IK.bonus.aDflsVLPwU,count,4476,correct,2889,incorrect,1587,,,,,,,,
_d1qnEqMYs.parta.kc25Ql0c5Q,count,3874,correct,2287,incorrect,1587,,,,,,,,
CBlS29bK3e.bonus.5WACRvwIJO,count,2673,correct,1087,incorrect,1586,,,,,,,,
EHMthBHtOh.bonus.er0Nx4Ce-1,count,2476,correct,892,incorrect,1584,,,,,,,,
g9E7rVITBf.bonus.yg2ixI3egX,count,6266,correct,4685,incorrect,1581,counting_hops_not_ticks,6266,,,,,,
TZOGMmlEEk.parta.k3brzYOM4C,count,3852,correct,2271,incorrect,1581,,,,,,,,
Syxag5tFow.parta.s1be8fOze2,count,3581,correct,2007,incorrect,1574,,,,,,,,
nl-M69Ez9k.parta.O_T7R2VvnX,count,7398,correct,5833,incorrect,1565,recognizing_the_whole,6614,,,,,,
0HkhpoVe6k.bonus.REgfJp0hY-,count,4246,correct,2683,incorrect,1563,,,,,,,,
jfcWb-M0Xi.partb.TrUbfZziyq,count,5001,correct,3444,incorrect,1557,modeled_incorrect_comparison,4839,modeled_incorrect_numerator,4839,,,,
RJObgAlYKz.parta.VpVT6uXudU,count,4542,correct,2986,incorrect,1556,,,,,,,,
TZOGMmlEEk.parta.Ip5igJyd2B,count,3178,correct,1622,incorrect,1556,,,,,,,,
CBlS29bK3e.bonus.e5irxsRim9,count,2952,correct,1397,incorrect,1555,,,,,,,,
jfcWb-M0Xi.partb.mykZIXkbgV,count,4634,correct,3081,incorrect,1553,modeled_incorrect_comparison,4076,modeled_incorrect_numerator,4076,,,,
4vJQjyJtEX.bonus.tb880miChK,count,3097,correct,1551,incorrect,1546,,,,,,,,
_a7b-8BCoO.parta.NV-eWaXSFX,count,3544,correct,1999,incorrect,1545,,,,,,,,
odlsWXcSI3.mixed.PQehj-jbqN,count,2348,correct,810,incorrect,1538,misplaced_fraction_part_nline,2067,simplifying_answers_nline,2067,determine_correct_denom_nline,2067,,
1zsCldT4p8.set1.wpLlvDe6gK,count,9393,correct,7862,incorrect,1531,how_to_model,7909,,,,,,
UlJYoQjOUR.partb.iSpnthiw9O,count,7998,correct,6479,incorrect,1519,,,,,,,,
1zsCldT4p8.set1.pVetSmWfKQ,count,7931,correct,6423,incorrect,1508,how_to_model,7566,,,,,,
4k5A96wn9O.bonus.sR7V6xJMVc,count,2805,correct,1297,incorrect,1508,,,,,,,,
tSdQWOdADI.parta.63qKve4BNl,count,3623,correct,2116,incorrect,1507,deci_placing_decimal_points,3107,,,,,,
avzhDJrjyG.partb.Lj7MyVN-5N,count,10659,correct,9154,incorrect,1505,,,,,,,,
IRaIcmaWjs.partb.9Vly1eE0fq,count,3833,correct,2333,incorrect,1500,simplifying_mixed_numbers_2,3782,,,,,,
_d1qnEqMYs.parta.PwF-NdRh5p,count,3758,correct,2260,incorrect,1498,,,,,,,,
TZOGMmlEEk.partb.wLNkdWNMqu,count,4279,correct,2783,incorrect,1496,,,,,,,,
sAqHb0mtIl.set1.JPMf1t6v8Z,count,2092,correct,597,incorrect,1495,inverts_numerator_denominator,2092,,,,,,
ybQjHvfg2c.set3.0PTGYFLZQp,count,3405,correct,1912,incorrect,1493,,,,,,,,
DebcfZEEmI.unit_fractions.3mQY4hieMu,count,6485,correct,4999,incorrect,1486,,,,,,,,
cc2hMzkpZS.bonus.eaH5jqEGGA,count,2009,correct,525,incorrect,1484,,,,,,,,
1zsCldT4p8.set1.JpkQAQ8Mgf,count,9336,correct,7857,incorrect,1479,how_to_model,7893,,,,,,
J-eIffNTtX.parta.Rum6JeTWs-,count,3107,correct,1639,incorrect,1468,,,,,,,,
kvig7fcCVc.partb.s7Uxc7MW4B,count,12396,correct,10931,incorrect,1465,,,,,,,,
piCaCJiyIo.parta.NlUnAY15Sv,count,2945,correct,1495,incorrect,1450,hops_vs_ticks,2413,,,,,,
odlsWXcSI3.mixed.5b8FChlmcP,count,2260,correct,810,incorrect,1450,misplaced_fraction_part_nline,1970,simplifying_answers_nline,1970,determine_correct_denom_nline,1970,,
TZOGMmlEEk.partb.skS5OkxkPq,count,4095,correct,2648,incorrect,1447,,,,,,,,
jun0JnZOzp.partb.zD_SXavELG,count,9869,correct,8433,incorrect,1436,,,,,,,,
1zsCldT4p8.set1.xSja9YcH1_,count,7888,correct,6454,incorrect,1434,how_to_model,7518,,,,,,
nl-M69Ez9k.parta.2VvlViNfYT,count,7433,correct,5999,incorrect,1434,recognizing_the_whole,6819,,,,,,
6nBHKepQ3Y.partb.7mUIItDYjo,count,8564,correct,7142,incorrect,1422,partially_drawn_parts,8534,equally_sized_parts,8534,,,,
_trDQgmx9g.bonus.slJrUx5tWN,count,5062,correct,3640,incorrect,1422,,,,,,,,
DebcfZEEmI.proper_fractions.qIwYxn0FG1,count,4436,correct,3022,incorrect,1414,,,,,,,,
Y_lEPGtLlF.upto3.7S-Lm4dxEa,count,3121,correct,1711,incorrect,1410,,,,,,,,
9wRCzK1G7F.parta.Jg_7bJ4qkQ,count,8603,correct,7224,incorrect,1379,,,,,,,,
hz2NAPT9U4.bonus.HFNYr-Oqx4,count,2026,correct,652,incorrect,1374,,,,,,,,
TZOGMmlEEk.parta.ZtONlaDgDm,count,3243,correct,1875,incorrect,1368,,,,,,,,
sAqHb0mtIl.set1.55Spryf8Wp,count,2068,correct,703,incorrect,1365,inverts_numerator_denominator,2068,,,,,,
Pv19MrE0O-.bonus.Y5Wz-tDVmX,count,6560,correct,5219,incorrect,1341,,,,,,,,
Nd_vcYQD-7.bonus.fhHnCEwS3T,count,5318,correct,3980,incorrect,1338,,,,,,,,
p7cfRPp-kQ.partb.yZ6POZ8LCP,count,4951,correct,3617,incorrect,1334,,,,,,,,
9wRCzK1G7F.partb.WsTATD5a-k,count,12788,correct,11456,incorrect,1332,,,,,,,,
1zsCldT4p8.set1.XNKP-B5-OH,count,6689,correct,5357,incorrect,1332,how_to_model,6298,,,,,,
sUJVSxiIq3.partb.wANt_uRTkj,count,3322,correct,1992,incorrect,1330,,,,,,,,
1zsCldT4p8.set1.SjfBo2Pbgj,count,6615,correct,5286,incorrect,1329,how_to_model,6262,,,,,,
VPt7dVKlZR.parta.HJtCgCQ0fy,count,3949,correct,2621,incorrect,1328,,,,,,,,
R5oCyXrHSr.bonus.LtEGgjRKQu,count,6440,correct,5120,incorrect,1320,,,,,,,,
g9E7rVITBf.partb.UxGg7agxzn,count,5542,correct,4226,incorrect,1316,counting_hops_not_ticks,5157,,,,,,
ybQjHvfg2c.set3.l89xFfXcEP,count,3832,correct,2519,incorrect,1313,,,,,,,,
DebcfZEEmI.proper_fractions.csJcfjVnyx,count,4483,correct,3172,incorrect,1311,,,,,,,,
